var_name,var_label
mcq149,Have {SP's} periods or menstrual (men-stral) cycles started yet?
mcq160a,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had arthritis (ar-
mcq160b,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had congestive he
mcq160c,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had coronary (kor
mcq160d,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had angina (an-gi
mcq160e,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had a heart attac
mcq160f,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had a stroke?
mcq160g,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had emphysema (em
mcq160k,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had chronic bronc
mcq160l,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had any kind of l
mcq160m,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had another thyro
mcq160n,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had gout?
mcq170k,{Do you/Does SP} still . . . have chronic bronchitis?
mcq170l,{Do you/Does SP} still . . . have any kind of liver condition?
mcq170m,{Do you/Does SP} still . . . have another thyroid problem?
mcq180a,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . . had arthritis?
mcq180b,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had congestive heart f
mcq180c,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had coronary heart dis
mcq180d,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had angina, also calle"
mcq180e,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a heart attack (al
mcq180f,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a stroke?
mcq180g,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had emphysema?
mcq180k,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had chronic bronchitis
mcq180l,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had any kind of liver 
mcq180m,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had another thyroid pr
mcq180n,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had gout?
mcq195,Which type of arthritis was it?
mcq230a,What kind of cancer was it?
mcq230b,What kind of cancer was it?
mcq230c,What kind of cancer was it?
mcq230d,What kind of cancer was it?
mcq240a,How old (were you/was SP) when bladder cancer was first diagnosed?
mcq240aa,How old (were you/was SP) when testicular cancer was first diagnosed?
mcq240b,How old {were you/was SP} when blood cancer was first diagnosed?
mcq240bb,How old (were you/was SP) when thyroid cancer was first diagnosed?
mcq240c,How old (were you/was SP) when bone cancer was first diagnosed?
mcq240cc,How old (were you/was SP) when uterine cancer was first diagnosed?
mcq240d,How old (were you/was SP) when brain cancer was  first diagnosed?
mcq240dd,How old (were you/was SP) when some other type of cancer was first diagnosed?
mcq240dk,How old {were you/was SP} when cancer was first diagnosed?
mcq240e,How old (were you/was SP) when breast cancer was first diagnosed?
mcq240f,How old (were you/was SP) when cervical cancer was first diagnosed?
mcq240g,How old (were you/was SP) when colon cancer was first diagnosed?
mcq240h,How old (were you/was SP) when esophageal cancer was first diagnosed?
mcq240i,How old (were you/was SP) when gallbladder cancer was first diagnosed?
mcq240j,How old (were you/was SP) when kidney cancer was first diagnosed?
mcq240k,How old (were you/was SP) when larynx or windpipe cancer was first diagnosed?
mcq240l,How old (were you/was SP) when leukemia was first diagnosed?
mcq240m,How old (were you/was SP) when liver cancer was first diagnosed?
mcq240n,How old (were you/was SP) when lung cancer was first diagnosed?
mcq240o,How old (were you/was SP) when lymphoma or Hodgkins' Disease was first diagnosed?
mcq240p,How old (were you/was SP) when melanoma was first diagnosed?
mcq240q,"How old (were you/was SP) when mouth, tongue, or lip cancer was first diagnosed?"
mcq240r,How old (were you/was SP) when cancer of the nervous system was first diagnosed?
mcq240s,How old (were you/was SP) when ovarian cancer was first diagnosed?
mcq240t,How old (were you/was SP) when pancreatic cancer was first diagnosed?
mcq240u,How old (were you/was SP) when prostate cancer was first diagnosed?
mcq240v,How old (were you/was SP) when rectal cancer was first diagnosed?
mcq240w,How old (were you/was SP) when non-melanoma skin cancer was first diagnosed?
mcq240x,How old (were you/was SP) when the unknown kind of skin cancer was first diagnosed?
mcq240y,How old (were you/was SP) when soft tissue (muscle or fat) cancer was first diagnosed?
mcq240z,How old (were you/was SP) when stomach cancer was first diagnosed?
mcq300a,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives inc"
mcq300b,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives inc"
mcq300c,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives inc"
mcq365a,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever b"
mcq365b,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever b"
mcq365c,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever b"
mcq365d,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever b"
mcq370a,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
mcq370b,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
mcq370c,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
mcq370d,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
mcq380,"During the past 7 days, how often{have you/has SP} had trouble remembering where {you/he/she} put th"
imq040,Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  There ar
imq045,How many doses of {Cervarix/Gardasil/the vaccine} {have you/has SP} received?
imq070,Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and m
imq080,"Which of the HPV vaccines did {you/SP} receive, Cervarix or Gardasil?"
imq090,How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/the vaccine}?
alq141q,"In the past 12 months, on how many days did {you/SP} have {DISPLAY NUMBER} or more drinks of any alc"
alq141u,UNIT OF MEASURE.
alq151,Was there ever a time or times in {your/SP's} life when {you/he/she} drank {DISPLAY NUMBER} or more 
alq155,For about how many years did {you/SP} drink {DISPLAY NUMBER} or more drinks of any kind of alcoholic
cbq595,Next I'm going to ask a few questions about the nutritional guidelines recommended for Americans by 
cbq600,{Have you/Has SP} heard of the Food Pyramid or the Food Guide Pyramid?
cbq605,{Have you/Has SP} looked up the My Pyramid plan for a {man/woman/person} {your/his/her} age on the i
cbq610,{Have you/Has SP} tried to follow the {My Pyramid Plan/Pyramid plan} recommended for {you/him/her}?
agq030,"During the past 12 months, {have you/has SP} had an episode of hay fever?"
mcq151,How old was {SP} when she had {her} first menstrual period?
mcq160o,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . .had COPD?
mcq203,"Has anyone ever told {you/SP} that {you/she/he/SP} had yellow skin, yellow eyes or jaundice? Please "
mcq206,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} had yellow skin, yellow eye"
pad680,"The following question is about sitting at school, at home, getting to and from places, or with frie"
pad733,"On average, for how long did {you/SP} play these active video games?"
paq610,"In a typical week, on how many days {do you/does SP} do vigorous-intensity activities as part of {yo"
paq635,The next questions exclude the physical activity at work that you have already mentioned.  Now I wou
paq650,The next questions exclude the work and transport activities that you have already mentioned.  Now I
paq665,"In a typical week {do you/does SP} do any moderate-intensity sports, fitness, or recreational activi"
paq677,In this question you can include activities done in school. On how many of the past 7 days did {you/
paq678,On how many of the past 7 days did {you/SP} do exercises to strengthen or tone {your/his/her} muscle
paq679,About how many minutes {do you/does SP} think you should exercise or be physically active each day f
paq706,"I'd like to ask you some questions about {your/SP's} activities. During the past 7 days, on how many"
paq722,"For the next questions, think about the sports, lessons, or physical activities {you/SP} may have do"
paq724a,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724aa,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724ab,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724ac,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724ad,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724ae,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724af,Physical activity horseback riding
paq724b,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724c,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724cm,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724d,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724e,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724f,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724g,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724h,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724i,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724j,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724k,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724l,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724m,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724n,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724o,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724p,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724q,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724r,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724s,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724t,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724u,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724v,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724w,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724x,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724y,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq724z,What physical activities did {you/SP} do during the past 7 days? {PROBE:  Did {you/he/she} do any ot
paq731,"During the past 7 days, on how many days did {you/SP} play active video games such as Wii Sports, Wi"
paq740,The next questions ask about activities during the school year. If {you are/SP is} not currently in 
paq742,{Do you/Does SP} use school facilities for physical activity during school time?
paq744,{Do you/does SP} have PE or gym during school days?
paq746,How often {do you/does SP} have PE or gym?
paq748,"On average, how long is the PE or gym class?"
paq750,"I am going to read a statement and I want you to let me know if you strongly agree, agree, neither a"
paq755,"The following are activities that may be done before, during, or after school other than during PE o"
paq759a,In what school sports or physical activity clubs {do you/does SP} participate?
paq759b,In what school sports or physical activity clubs {do you/does SP} participate?
paq759c,In what school sports or physical activity clubs {do you/does SP} participate?
paq759d,In what school sports or physical activity clubs {do you/does SP} participate?
paq759e,In what school sports or physical activity clubs {do you/does SP} participate?
paq759f,In what school sports or physical activity clubs {do you/does SP} participate?
paq759g,In what school sports or physical activity clubs {do you/does SP} participate?
paq759h,In what school sports or physical activity clubs {do you/does SP} participate?
paq759i,In what school sports or physical activity clubs {do you/does SP} participate?
paq759j,In what school sports or physical activity clubs {do you/does SP} participate?
paq759k,In what school sports or physical activity clubs {do you/does SP} participate?
paq759l,In what school sports or physical activity clubs {do you/does SP} participate?
paq759m,In what school sports or physical activity clubs {do you/does SP} participate?
paq759n,In what school sports or physical activity clubs {do you/does SP} participate?
paq759o,In what school sports or physical activity clubs {do you/does SP} participate?
paq759p,In what school sports or physical activity clubs {do you/does SP} participate?
paq759q,In what school sports or physical activity clubs {do you/does SP} participate?
paq759r,In what school sports or physical activity clubs {do you/does SP} participate?
paq759s,In what school sports or physical activity clubs {do you/does SP} participate?
paq759t,In what school sports or physical activity clubs {do you/does SP} participate?
paq759u,Participate in martial arts
paq759v,Participate in walking
paq762,{Do you/Does SP} have recess during school days?
paq764,How often {do you/does SP} have recess?
paq766,"On average, how long is the recess period?"
paq770,"In the past year, did {you/SP} receive a Physical Fitness Test award, such as a President's Challeng"
paq772a,What Physical Fitness Test award did {you/SP} receive?
paq772b,What Physical Fitness Test award did {you/SP} receive?
paq772c,What Physical Fitness Test award did {you/SP} receive?
diq175x,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything els
diq275,"Glycosylated (GLY-KOH-SIH-LAY-TED) hemoglobin or the ""A one C"" test measures your average level of b"
smd460,Now I would like to ask you a few questions about smoking in this home.  How many people who live he
smd470,"Not counting decks, porches, or detached garages, how many people who live here smoke cigarettes, ci"
smd480,"(Not counting decks, porches, or detached garages) During the past 7 days, that is since last [TODAY"
smq040,{Do you/Does SP} now smoke cigarettes?
smq078,How soon after you wake up do you smoke?  Would you say . . .
smq661,"During the past 30 days, on the days that you smoked, which brand of cigarettes did you usually smok"
smq665a,Please select the Marlboro pack that looks most like the brand that you smoke. If the pack you smoke
smq665b,Please select the Camel pack that looks most like the brand that you smoke. If the pack you smoke is
smq665c,Please select the Newport pack that looks most like the brand that you smoke. If the pack you smoke 
smq665d,Please select the pack that looks most like the brand that you smoke. If the pack you smoke is not s
smq848,"During the past 12 months, how many times {have you/has SP} stopped smoking cigarettes because {you "
smq852q,"The last time {you/SP} tried to quit, how long {were you/was he/was she} able to stop smoking?"
smq852u,"The last time {you/SP} tried to quit, how long {were you/was he/was she} able to stop smoking?"
smdany,Used any tobacco product last 5 days?
smq681,The following questions ask about use of tobacco products in the past 5 days.  During the past 5 day
smq690g,Which of these products did {you/he/she} use?
smq690h,Which of these products did {you/he/she} use?
smq690i,Which of these products did {you/he/she} use?
smq690j,Which of these products did {you/he/she} use?
smq710,"During the past 5 days, including today, on how many days did {you/he/she} smoke cigarettes?"
smq720,"During the past 5 days, including today, on the days {you/he/she} smoked, how many cigarettes did {y"
smq740,"During the past 5 days, including today, on how many days did {you/he/she} smoke a pipe?"
smq770,"During the past 5 days, including today, on how many days did {you/he/she} smoke cigars, or little c"
smq800,"During the past 5 days, including today, on how many days did {you/he/she} use chewing tobacco, such"
smq817,"During the past 5 days, including today, on how many days did {you/he/she} use snuff, such as Skoal,"
smq830,"During the past 5 days, including today, on how many days did {you/he/she} use any nicotine replacem"
smq840,When did {you/he/she} last use a nicotine replacement therapy product?  Was it . . .
smq845,"During the past 5 days, including today, on how many days did {you/he/she} smoke tobacco in a water "
smq849,"During the past 5 days, including today, on how many days did {you/he/she} smoke an e-cigarette?"
smq851,"Smokeless tobacco products are placed in the mouth or nose and include chewing tobacco, snuff, snus,"
smq857,"During the past 5 days, including today, on how many days did {you/he/she} use snus?"
smq861,"During the past 5 days, including today, on how many days did {you/he/she} use dissolvables such as "
smq863,"During the past 5 days, including today, did {you/he/she} use any nicotine replacement therapy produ"
smq856,"I will now ask you about tobacco smoke in other places. During the last 7 days, {were you/was SP} wo"
smq858,"While {you were/SP was} working at a job or business outside of the home, did someone else smoke cig"
smq860,"{I will now ask you about smoking in other places.} During the last 7 days, did {you/SP} spend time "
smq862,"While {you were/SP was} in a restaurant, did someone else smoke cigarettes or other tobacco products"
smq866,"During the last 7 days, {did you/SP} spend time in a bar?"
smq868,"While {you were/SP was} in a bar, did someone else smoke cigarettes or other tobacco products indoor"
smq870,"During the last 7 days, did {you/SP} ride in a car or motor vehicle?"
smq872,"While {you were/SP was} riding in a car or motor vehicle, did someone else smoke cigarettes or other"
smq874,"During the last 7 days, did {you/SP} spend time in a home other than {your/his/her} own?"
smq876,"While {you were/SP was} in a home other than {your/his/her} own, did someone else smoke cigarettes o"
smq878,"During the last 7 days,{were you/was SP} in any other indoor area?"
smq880,"While {you were/SP was} in the other indoor area, did someone else smoke cigarettes or other tobacco"
cbq505,"{I'll tell you when you will need it.} For the first few questions, please answer yes or no. In the "
cbq535,"The last time when you ate out or bought food at a fast-food or pizza place, did you see nutrition o"
cbq540,Did you use the information in deciding which foods to buy? SP interview version: Did {you/SP} use t
cbq545,{Please open your hand card booklet and turn to hand card 1 to answer the next question.} If nutriti
cbq550,"[For the following questions, please answer yes or no.] In the past 12 months, did you eat at a rest"
cbq552,Think about the last time {you/SP} ate at a restaurant with a waiter or waitress. Is it a chain-rest
cbq580,"The last time you ate at a restaurant with a waiter or waitress, did you see nutrition or health inf"
cbq585,Did you use the information in deciding which foods to buy? SP interview version: Did {you/SP} use t
cbq590,{Please look at hand card 1 [again].} If nutrition information were readily available in restaurants
cbq596,Next I'm going to ask a few questions about the nutritional guidelines recommended for Americans by 
cbq606,{Have you/Has SP} looked up the My Plate plan on the internet?
cbq611,{Have you/Has SP} tried to follow the recommendations in the My Plate plan?
alq160,"During the past 30 days, how many times did {you/SP} drink {DISPLAY NUMBER} or more drinks of any ki"
whd080u,How did {you/SP} try to lose weight?
ssatg,Thyroglobulin antibody
sst3f,Free T3
sst4f,Free T4
sstgn,Thyroglobulin
sstpo,Thyroperoxidase antibody
sstsh1,Thyroid stimulating hormone
sstt3,Total T3
sstt4,Total T4
eligstat,Eligibility Status for Mortality Follow-up
mortstat,Final Mortality Status
ucod_leading,Underlying Cause of Death
diabetes,Diabetes Flag from Multiple Cause of Death
hyperten,Hypertension Flag from Multiple Cause of Death
permth_int,Number of Person Months of Follow-up from NHANES interview date
permth_exm,Number of Person Months of Follow-up from NHANES Mobile Examination Center (MEC) date
